blood_group,user_id,company,registration,address,ssn,username,name,mail,station_ID,longitude,latitude
B+,237,松本食品株式会社,2019-06-04,島根県大田区日本堤26丁目19番4号,056-21-3916,yoichiyamamoto,山口 智也,shota79@yahoo.com,460,75.885054,-135.955054
O+,1961,Koch,2024-10-13,"Rennerweg 6, 53380 Norden",089-71-5529,bekirnohlmans,Lilo Wesack-Kraushaar,trubbirgid@yahoo.de,341,,
A+,136,吉田農林有限会社,2020-03-04,,551-02-0494,sayurisato,渡辺 幹,kenichi89@hotmail.com,240,54.5021425,13.608246
O+,253,Azevedo,2021-09-28,"Vereda Maria Alice Barbosa, 72, Beira Linha, 06580463 Viana / AM",16903285768,da-matamaria-vitoria,João Gabriel Aparecida,vasconcelosjulia@yahoo.com.br,52,63.4921735,42.412122
AB-,1859,Aparecida,2025-02-23,"Alameda Caroline Campos, 100, Cônego Pinheiro 2ª Seção, 07268791 Vasconcelos / RR",14570632807,martinsmaria-fernanda,Aylla Ribeiro,freitaselisa@yahoo.com.br,708,-27.0987785,-176.435396
A+,2046,"Walsh, Henry and Edwards",2025-02-18,,577-15-6058,toddcarter,Vicki Butler,smithbrian@yahoo.com,541,-59.3633045,-5.313856
O+,1866,Zänker Kensy GmbH,2024-04-23,"Aynur-Möchlichen-Ring 8-2, 96257 Uffenheim",525-19-5179,heydrichleon,Natascha Dussen van,gisa92@web.de,481,46.583957,53.955495
AB-,1801,Anderson Ltd,2023-09-22,"70519 Lopez Pike Apt. 617, South Kevinport, MS 89953",565-35-7645,nicholaswilliams,George Jones,ashleyreed@yahoo.com,360,54.142851,-133.755657
A+,869,Pincherle-Ginese e figli,2025-07-27,"Incrocio Salandra, 887, 63851, Ortezzano (FM)",PRNDRD87M57D228T,mattia41,Angelina Borzomì-Zacchia,pietro59@virgilio.it,263,-29.12418,37.368748
B-,279,Guerra - ME,2021-05-04,"Esplanada Ribeiro, 98, Conjunto Lagoa, 10144919 Araújo / RO",45328096142,onovaes,Maria Luiza Melo,cmendonca@uol.com.br,426,39.5261635,112.643543
B+,1676,中村印刷合同会社,2020-08-01,三重県香取郡東庄町東三島31丁目7番4号 白金クレスト889,094-55-4126,ryosukenishimura,福田 千代,nsuzuki@hotmail.com,608,79.7303205,12.318253
B+,2151,有限会社佐藤情報,2023-12-14,沖縄県葛飾区明石町10丁目8番9号 シャルム所野653,784-72-9894,rei98,斉藤 拓真,fikeda@yahoo.com,164,14.024112,73.423482
AB-,919,Mogherini e figli,2019-08-09,"Stretto Rosa, 96, 18019, Vallecrosia Alta (IM)",FRNRMN83P25F518U,orlandostrangio,Sig. Giampaolo Nordio,rgalilei@live.com,355,-53.7246715,-163.455941
A-,955,中村運輸合同会社,2022-02-05,千葉県港区美原町10丁目8番17号 柿木沢クレスト808,485-76-8731,yuisato,佐藤 あすか,naoki33@hotmail.com,577,53.40712,116.229508
AB+,1046,Carsten,2021-06-24,"Stavros-Carsten-Platz 4/2, 95512 Lübz",931-56-8050,maritbirnbaum,Igor Hande,raisa84@web.de,714,-57.6157065,44.950958
O-,1732,株式会社佐藤運輸,2019-07-31,滋賀県横浜市泉区花川戸28丁目2番18号 雷門クレスト564,115-18-8254,qkobayashi,藤田 直樹,csato@hotmail.com,584,36.161423,-0.679495
A+,690,Larson-Mckee,2024-10-17,"639 Thompson Orchard Suite 358, Barbarashire, FM 58525",448-91-3218,diane13,Vincent Schultz,qosborn@yahoo.com,734,15.7096545,179.047355
AB+,1467,Micheletti e figli,2021-09-28,"Incrocio Alessandra, 1, 47027, Ranchio (FC)",SDRLBT43B52E420N,giovannadonati,Raffaello Tamburello-Solari,budinesi@fastwebnet.it,211,1.445821,-114.170737
A-,1328,Sanford and Sons,2024-11-24,,166-89-3754,xcastro,Daniel Schroeder,hannahchavez@hotmail.com,161,11.392137,-168.889809
A-,1205,Hövel Bloch GbR,2024-05-28,"Sedat-Ebert-Straße 85, 06150 Mallersdorf",238-65-9122,rosaliamisicher,Joanna Kitzmann,mesutbeyer@yahoo.de,124,42.4657145,25.15606
B-,1627,"Thompson, Turner and Mills",2023-06-10,,721-37-4130,russellmichael,Sharon Miller,matthewwilcox@yahoo.com,172,32.407087,-86.55028
B+,771,"Rizzo, Castelli e Geraci s.r.l.",2019-09-18,"Borgo Sonia, 92 Appartamento 35, 32045, Santo Stefano Di Cadore (BL)",MDNGRC42T60A296O,calgarivincenzo,Gaspare Pasqua,dino57@tim.it,505,-41.224922,81.148868
O-,600,Willis and Sons,2021-08-29,,089-53-8615,gabriela75,Carl Lane,sonyaparker@yahoo.com,355,,
A-,1555,Scholtz Stiftung & Co. KGaA,2022-10-16,"Denise-Scheel-Gasse 0, 33786 Sangerhausen",491-79-6524,gerhart67,Wieslaw Warmer,haufferwilfried@gmx.de,320,86.6086,66.383572
A-,1399,Bruder,2019-11-19,"Wiekring 9, 40919 Parsberg",460-90-4543,swenmaelzer,Hannelore Wohlgemut,agataladeck@gmail.com,583,-69.1701,-47.498282
A-,1064,Ferretti-Serraglio s.r.l.,2019-07-10,,BBTRBT46L59I840Y,itomaselli,Annetta Fallaci,andreozzimartina@libero.it,724,19.7800575,53.069944
B+,2147,Mude Karge GmbH & Co. KG,2021-07-30,"Zdenka-Fechner-Ring 65, 55228 Brilon",181-06-9363,carolineberhardt,Wanda Röhricht,beertom@aol.de,628,-75.6526655,36.162438
B-,701,Munari s.r.l.,2023-04-11,"Borgo Giovanni, 29, 00073, Laghetto Di Castel Gandolfo (RM)",SSNMCA14S45E482W,cristina68,Mauro Florio,leopoldo10@tim.it,135,-62.197439,-66.720935
B+,1528,"Mills, Anderson and Conway",2023-09-27,"15207 Mcgrath Dale Apt. 071, Ebonyton, VA 94553",129-92-0824,christineking,Jason Evans,fclark@hotmail.com,49,-72.459472,-69.36798
B-,507,Kranz,2023-01-29,"Beata-Stolze-Straße 21-35, 01146 Marienberg",750-97-0159,tkrein,Daniel Trapp,elisabeth68@aol.de,336,55.326291,-61.047054
A-,126,Brito,2018-11-26,"Núcleo Maria Brito, 5, Barão Homem De Melo 3ª Seção, 26755-768 Sá Verde / SE",54180639289,correiaalexandre,Ana Laura da Cruz,pachecobryan@yahoo.com.br,726,23.221739,28.470408
A+,949,May Group,2020-07-01,"989 Taylor Prairie, New Brendamouth, FM 89310",258-38-0698,thomas33,Aaron Graham,myersrebecca@yahoo.com,196,-57.821411,108.993759
AB+,293,株式会社井上水産,2020-04-24,三重県青梅市池之端34丁目10番20号,547-94-9085,mshimizu,石川 里佳,haruka18@gmail.com,516,36.0995,-0.191792
A+,517,加藤通信株式会社,2025-01-06,長野県青梅市隼町28丁目22番20号,270-42-3080,kaoriyamamoto,後藤 陽一,yumiko51@hotmail.com,536,6.644973,-157.422124
A-,1152,Ramirez Ltd,2023-03-08,"945 Traci Roads, Codyside, ME 13108",356-88-7426,ballardlisa,Amy Smith,claytonnicole@yahoo.com,584,-69.2591395,46.093753
AB+,167,Aparecida,2022-05-10,"Trecho de Pires, Esplanada, 12031-362 Cassiano / ES",50976382474,mendoncabruna,Dr. Diogo Vargas,lucasdas-neves@hotmail.com,228,-71.174309,46.948008
O-,1601,Boitani-Bottigliero s.r.l.,2021-01-08,"Contrada Ferrari, 8, 70121, Bari (BA)",PTRFMM37E03G596I,lsavorgnan,Mariana Coppola-Duse,vruggieri@vodafone.it,628,-15.9135335,-136.68103
O-,1204,Maglio e figli,2025-04-24,"Rotonda Caracciolo, 99, 84061, Eredita (SA)",LXRGDU88M59L991Y,mondadoriflavio,Giorgio Bataglia,sabatino56@libero.it,139,-57.991059,-4.888731
O-,318,Lamborghini-Polani SPA,2024-06-25,,RNGSRN97T26C050N,giovanni50,Giampaolo Parri,guaranaadriana@libero.it,687,,
A-,639,Gonçalves,2021-03-27,"Vereda de da Luz, 8, Céu Azul, 48644226 Freitas do Norte / SE",21490568360,pereirastella,Isabel Siqueira,pedro-henriquegoncalves@hotmail.com,368,-20.924049,52.195959
A-,258,"Almagià, Piazzi e Pavanello e figli",2019-05-08,"Viale Ceci, 46 Piano 6, 10037, Torrazza Piemonte (TO)",BRRVLT35C19I804O,luisa66,Vittoria Stradivari-Crispi,antoninaalfonsi@tiscali.it,331,-77.5388905,38.924474
O+,1719,Scott-Peterson,2022-02-10,"223 Garcia Road, Lake Sharon, MD 47830",770-44-7693,hancockcourtney,Megan Turner,owashington@gmail.com,190,59.7497435,-40.517497
B-,1301,Aragão Pacheco - EI,2020-06-12,"Trecho Liam Cassiano, Nova Gameleira, 06891-126 Gonçalves / AM",09674831584,moraesrael,Ana Carvalho,ana-sophia42@hotmail.com,135,-63.0957025,7.474997
B-,1702,Lewis-Fernandez,2019-07-25,"736 Herrera Island, East Morgan, GA 27104",058-26-7777,cgarcia,Allison Anderson,maxwell30@gmail.com,62,55.9485065,167.907567
O+,991,"Reid, Parker and Taylor",2024-02-26,"01437 Downs Creek, East Richard, DE 50055",245-29-2388,ngraham,Pamela Wheeler,ashleymanning@gmail.com,726,64.5716235,-65.307322
AB+,1235,"Carter, Washington and Hale",2024-07-12,"921 Ford Estates Suite 809, Lake Stacieborough, NC 52106",739-83-1465,kathleen55,Jeffrey Mitchell,williamvillegas@hotmail.com,662,67.292439,-127.576873
O+,1514,Ginese SPA,2020-08-31,"Vicolo Persico, 81, 20010, Mantegazza (MI)",NNCRSN96R05I129D,bertoliannalisa,Laura Gioberti,benitoborsiere@hotmail.it,738,0.667431,111.402997
A-,631,Mendonça S/A,2020-12-17,,19467325837,hellenaporto,Melina Nunes,rpires@gmail.com,702,-40.328971,57.363867
O+,581,Weihmann Davids AG,2024-05-27,"Hasan-Scheel-Ring 50/50, 29789 Eggenfelden",565-96-5760,salzannelie,Dietrich Misicher,seipjohn@googlemail.com,262,38.53918,-73.067515
B-,1089,Mendonça,2023-03-30,"Jardim de Novais, Varzea Da Palma, 21381903 Lima / MA",03415798232,pereiradaniel,Yago Alves,nnovais@hotmail.com,386,-19.846328,-136.971456
O+,2139,小林電気合同会社,2021-01-30,,401-87-3722,saitoharuka,藤井 千代,gyamashita@gmail.com,729,81.870957,-12.009378
AB+,1110,Kabus Stiftung & Co. KG,2021-01-05,,790-43-3236,iherrmann,Dr. Goran Kostolzin,gunpfadelheid@gmail.com,377,-65.6661255,11.266388
A+,2134,Döhn GmbH,2020-05-14,,898-74-2277,heydrichkatrin,Gudula Jäkel MBA.,tuelayfoerster@aol.de,59,55.9449255,122.835532
O-,323,Cunha,2024-07-19,"Largo Pereira, 62, Solar Do Barreiro, 76541-991 Cassiano do Oeste / SC",71805432923,daniloandrade,Sra. Eduarda Porto,maria-luisa06@hotmail.com,314,-52.248123,135.185481
A+,1000,"Surian, Ficino e Guarana Group",2024-03-23,"Viale Monicelli, 738 Piano 9, 33057, Jalmicco (UD)",MRRVTI82H62F280Y,melina19,Girolamo Broggini,fpapetti@libero.it,688,-58.40009,-4.487514
A-,1995,"Oconnell, Sanchez and Vaughn",2019-09-18,"PSC 5612, Box 7646, APO AP 17071",164-94-8367,mbowers,Barbara Mendoza,nrhodes@hotmail.com,434,-6.90201,-22.429416
O-,933,Interminei-Boccioni Group,2024-08-02,"Canale Lamberto, 126, 45031, Arqua' Polesine (RO)",MNNCLC57L65E971E,francopanicucci,Dott. Ferdinando Trezzini,cbianchi@libero.it,659,13.1519965,-72.292202
AB+,1717,Adams-Walker,2025-04-10,"84229 Sweeney Pines Apt. 030, New Patricia, OK 55389",073-17-3943,joneskimberly,Jonathan Bernard,qprice@hotmail.com,146,-80.348643,60.928863
AB+,1512,Galtarossa SPA,2021-01-13,"Vicolo Alphons, 20, 33016, Pontebba (UD)",SCTLSS99A46G266V,vittoria97,Milena Salvini,wbeccaria@tele2.it,105,-49.6872015,-96.727479
A-,1524,株式会社斎藤建設,2025-09-14,静岡県多摩市戸塚町36丁目14番8号 港南パレス431,495-34-0364,shohei24,吉田 里佳,tanakaatsushi@hotmail.com,550,37.2833525,109.826464
AB+,586,Guerra,2025-01-31,"Esplanada Arthur Cassiano, 82, Savassi, 14804095 Correia / AM",26985134700,yasminsilva,Anthony Moura,matteo97@gmail.com,89,-55.362787,103.231918
B-,1812,Graf Barkholz AG,2023-08-01,"Süßebierallee 1, 79118 Großenhain",428-29-4682,adussen-van,Abram Döhn,pieperbertold@gmail.com,626,-7.490956,-41.223259
A-,1976,Castro,2018-10-04,"Setor Dante Teixeira, 44, Vila Das Oliveiras, 04951381 Mendes de Ramos / SE",85063917410,umoraes,Larissa Barbosa,pastorbruna@uol.com.br,541,4.6214105,126.810033
B-,1350,Jacobs Ltd,2019-02-08,"466 Kelli Ways Suite 344, Mariaberg, WI 42868",619-36-9077,omalone,Jeffrey Meyer,petersonkenneth@yahoo.com,119,-28.3751495,63.963627
O-,1794,池田運輸合同会社,2021-11-10,東京都香取郡多古町土呂部4丁目11番3号 ハイツ四区町023,504-04-5556,naoto52,木村 七夏,gkimura@hotmail.com,479,73.2159065,-120.525954
A+,1362,"Smith, Murphy and Johnson",2020-07-05,,670-93-5838,ojohnson,Peter Sawyer,gouldjonathan@hotmail.com,293,-55.482268,-165.234239
O+,238,Antonelli-Gregori e figli,2019-05-13,"Viale Pennetta, 697, 17015, Celle Ligure (SV)",LGRCRT19C07G551Y,nolcinigalasso,Sig.ra Melina Gabba,jolanda54@tin.it,401,-80.7216955,34.66141
O-,56,"Gagliano, Caffarelli e Mancini Group",2025-07-23,"Borgo Maurilio, 4 Piano 2, 17100, Santuario (SV)",FRNSBN10S48F542N,giadascarlatti,Marina Vasari,concetta20@fastwebnet.it,652,-47.771761,-30.204088
B-,122,Lucas-Wagner,2022-01-16,,837-81-2842,fordnichole,Tommy Rogers,ryanevans@gmail.com,648,-62.203285,154.048498
AB-,1205,Pimenta,2021-06-19,"Estação de Pastor, 2, Pindura Saia, 69688955 da Conceição Grande / SE",10538649224,kevin55,Maria Helena Mendes,lopesalice@ig.com.br,445,-58.4505385,-136.539174
AB-,1818,Gehringer Adolph OHG mbH,2022-09-25,,925-77-4643,hans-georgweinhage,Marie Segebahn B.A.,mjungfer@aol.de,709,-41.116569,57.195404
A+,1220,Paganini s.r.l.,2020-05-07,"Strada Daria, 15 Appartamento 2, 65125, Pescara (PE)",PLLMRH61C12C803W,luxardodamiano,Evangelista Cerquiglini-Bassi,alessandro75@tin.it,326,79.796093,67.352732
O+,2122,Hein Förster AG & Co. KGaA,2020-09-30,"Steygasse 433, 36134 Hildburghausen",206-55-7076,karl-heinzschuchhardt,Loretta Rörricht,grein-grothhans-helmut@gmx.de,584,89.351722,56.950387
A-,1963,"Collina, Scarfoglio e Travaglia e figli",2021-01-09,"Vicolo Schiaparelli, 21, 10059, Susa (TO)",STNRMI50T04F050M,luciano67,Orlando Sibilia,anita27@fastwebnet.it,71,64.1480845,139.596778
B-,150,Fonseca Garcia Ltda.,2024-08-19,"Estação Luna Pinto, 1, Xangri-Lá, 42754-814 Nascimento / SE",47683291013,ana-luizamoreira,Giovanna Aragão,rodrigosampaio@hotmail.com,268,-55.1231515,-76.581066
B-,20,Camargo,2022-11-27,,91723586455,araujothiago,Henry Casa Grande,lcampos@ig.com.br,718,,
B-,521,Micca Group,2020-12-04,"Viale Aurora, 686 Piano 9, 32020, Cencenighe Agordino (BL)",NDRGDU63A51I531I,serafina92,Sole Carocci,vferrari@alice.it,681,-3.605744,-62.459433
A-,1657,Allen Ltd,2024-03-27,"85275 Garcia Ports, Wagnerbury, TX 76364",843-17-2588,combsalexandra,Mark Velasquez,gjames@hotmail.com,652,61.1537805,-32.183376
B-,2115,Klingelhöfer Döring GmbH,2024-10-22,"Steckelring 10/40, 45532 Stollberg",723-25-1356,sschinke,Felicia Dörr,fechnerphilipp@yahoo.de,340,-75.063432,49.554136
O-,1396,Rodrigues Moura S/A,2024-06-07,"Distrito Josué Rodrigues, 93, Vila Paris, 45634-816 Vargas do Sul / TO",50729163830,lorenanascimento,Clarice Cunha,julia37@bol.com.br,415,59.075796,-42.039284
AB-,1984,Carsten,2019-06-23,"Otfried-Mangold-Straße 3955, 73363 Erfurt",383-58-7403,haenelmargot,Magret Hellwig,kuhloskar@googlemail.com,709,26.326651,16.354023
O-,166,Jackson-Thompson,2023-08-31,"01005 Isaiah Parks Suite 300, New Victorbury, ME 85630",782-04-1232,stephanie60,Robin Flowers,tiffany22@yahoo.com,495,-79.728792,36.013921
AB-,1092,株式会社鈴木ガス,2020-04-19,宮崎県立川市猿楽町23丁目12番14号 アーバン前弥六南町806,869-02-8948,tomoya68,阿部 直子,hashimotosayuri@hotmail.com,745,45.848501,-143.754433
O-,286,Sampaio - EI,2019-09-15,"Alameda da Mota, 9, Álvaro Camargos, 15134293 Jesus / RS",68537120480,portoliz,Dra. Raquel Alves,melinaandrade@gmail.com,651,-7.5219505,-7.75743
B-,1747,"Bettin, Satriani e Franzese s.r.l.",2024-03-25,"Via Adelasia, 57 Appartamento 1, 28841, Antronapiana (VB)",CRPDRA48S17F648W,paride61,Alberico Manacorda,fabrizio92@libero.it,539,,
AB-,1697,Vasconcelos,2022-09-23,"Largo Montenegro, 322, Nossa Senhora De Fátima, 18628601 Oliveira / SC",34965871057,kmoraes,Pedro Miguel Lopes,pereiraolivia@hotmail.com,413,,
B+,1630,Mendonça,2024-11-28,"Favela de Vieira, 616, São Geraldo, 91632645 Brito / TO",07189425667,amendonca,Mateus Fonseca,felipe11@hotmail.com,278,54.54668,100.433112
B-,631,Geisler KG,2022-11-07,"Friedhelm-Löchel-Gasse 35, 89270 Lörrach",024-56-7486,samiraplath,Wenzel Adolph-Harloff,ernsttraute@gmail.com,513,-9.5160105,54.149454
AB-,310,Siering,2021-07-23,,015-13-6494,meisterlothar,Katarzyna Hahn,mlorch@gmail.com,719,44.659835,119.560496
B+,463,"Fogazzaro, Ziani e Barillaro s.r.l.",2020-06-03,"Via Monicelli, 43, 28076, Pogno (NO)",ZGRCSR72L49G514P,ksolimena,Sig. Gilberto Cainero,borromeogianfranco@alice.it,385,43.2823235,-69.030261
A+,384,Santos,2022-03-24,"Rua de Fonseca, 109, Pongelupe, 79374-301 Nascimento Paulista / RS",50147639875,luiz-felipe40,Dr. Liam Jesus,da-luztheodoro@gmail.com,103,84.2335845,-137.82686
A+,32,Trincavelli-Frescobaldi SPA,2024-12-25,,BTTLLD18D63H462C,annunziata75,Renzo Ravaglioli-Muti,emilio83@libero.it,262,-72.8643475,53.473226
AB-,392,Scholtz Stiftung & Co. KG,2020-12-22,"Sauerring 29/37, 98721 Neustrelitz",844-58-1387,christin36,Jessica Trapp-Misicher,schinkeemmerich@yahoo.de,661,28.3898335,-166.809468
A+,2140,Bryant-Conner,2022-11-14,"99577 George Grove Apt. 004, South Nicole, MD 29300",690-50-3368,josephchen,Robert Wright,yavila@yahoo.com,690,79.5135465,21.255385
A-,626,Brancaccio-Ferrazzi s.r.l.,2023-09-07,,TMSVRN59L20F999J,vstaglieno,Renata Pincherle,ritaccanicola@live.com,17,,
AB-,1265,Lindner,2021-06-22,"Beatrix-Heinrich-Straße 2288, 93026 Niesky",409-92-1570,milica36,Richard Riehl-Zirme,benedikteckbauer@aol.de,443,-78.1614205,-137.657203
A+,1134,Perozzo SPA,2020-02-12,,TRVNCL50A59H962T,kgangemi,Costanzo Zecchini,elisa91@live.com,450,-21.9062165,73.438537
O+,1904,Schwital Täsche GmbH & Co. KGaA,2022-07-22,"Adlerring 0, 69565 Scheinfeld",661-26-6096,davidsgitte,Mechtild Gierschner,iljazaenker@googlemail.com,460,-12.522127,78.565871
O-,16,Teixeira Montenegro - ME,2020-09-04,,67140285390,da-costabenjamim,Davi Lucas Pastor,beatriz83@bol.com.br,582,82.078964,51.822822
A-,1728,"Williams, Jones and Hill",2024-04-18,"143 Julie Ferry Suite 303, New Scotttown, SC 24101",227-26-7553,michelle02,Victoria Allen,craig38@gmail.com,461,32.473093,-59.753562
A+,2131,Sousa S/A,2021-07-04,"Morro Maria Isis Teixeira, 69, Aparecida 7ª Seção, 78053838 Melo / TO",63789425109,cardosothomas,Ana Laura Cavalcante,unascimento@gmail.com,732,-10.228446,-144.223999
O+,1979,Lombardo Group,2024-04-23,"Via Zeffirelli, 624 Appartamento 0, 40016, San Giorgio Di Piano (BO)",CTNMRT64P11G590F,lambertoscarpetta,Dott. Nicolò Bonatti,silvestromodigliani@poste.it,396,-13.984786,-31.407896
AB+,737,鈴木通信有限会社,2024-05-23,,176-74-6145,fmori,西村 稔,znakagawa@yahoo.com,217,76.132577,-30.809634
O-,1768,有限会社鈴木鉱業,2020-02-05,,019-27-6264,mituru18,山口 加奈,takuma98@hotmail.com,655,0.4369855,-16.966316
O-,280,Navarro-Ramsey,2018-12-31,"655 Young Springs, Michaeltown, GA 10481",140-24-3847,ryan50,Travis Hull,laurasmith@hotmail.com,282,42.780152,-128.139913
A-,30,Peixoto Cirino Ltda.,2019-01-29,"Largo de Gonçalves, 2, Conjunto Providencia, 81731273 Vasconcelos de Lopes / CE",41928750630,zmoraes,Maria Flor da Mata,theosilveira@ig.com.br,623,36.615839,138.828936
B-,2079,株式会社吉田電気,2021-07-05,三重県横浜市中区上広谷41丁目18番11号 ハイツ入谷111,485-27-4641,itakahashi,後藤 浩,takahashikyosuke@yahoo.com,283,71.4499995,-113.966915
AB+,1241,中村電気株式会社,2024-07-28,千葉県横浜市旭区神明内41丁目24番14号 シャルム明石町169,601-23-7009,kana43,石井 さゆり,sito@hotmail.com,686,3.467996,100.873897
O+,1375,Bulzoni s.r.l.,2024-10-21,,GLTLLL59B17D835O,biagiomalenchini,Maria Rastelli-Squarcione,idandolo@libero.it,345,-17.3270845,26.288982
B+,130,Davids Schinke KG,2020-01-07,"Gehringerallee 41/32, 98739 Hainichen",703-18-9139,scheibemarta,Denis Davids-Martin,waltermarco@web.de,231,,
B+,602,Lima,2023-05-16,"Ladeira de Caldeira, 51, Lorena, 68884-954 Martins da Serra / PA",51734062916,lucas-gabrielgomes,Catarina Farias,tgomes@bol.com.br,690,64.998431,95.051343
B-,401,Kruschwitz,2020-03-13,"Bolnbachring 30/76, 67270 Eichstätt",394-46-9524,aliebelt,Janett Fritsch MBA.,hans-adolfgude@yahoo.de,458,52.2422355,-153.483266
A-,1801,"Camacho, Willis and Whitney",2021-09-14,"6575 Sherman Mill Suite 524, Port Melissa, CT 54887",698-93-2095,davistanya,John Williams,lawsonbryan@yahoo.com,133,71.221978,-76.235252
O+,786,Trussardi-Interiano s.r.l.,2019-05-13,"Rotonda Fittipaldi, 90, 71018, Umbra (FG)",SNDGSP20D27L165W,maria75,Martino Fagotto,alessiafagotto@libero.it,664,-85.8472195,-157.672694
O-,966,Blümel AG & Co. OHG,2023-03-03,"Süleyman-Gröttner-Straße 27/44, 52353 Freital",457-46-9730,sven72,Anna-Marie Metz,gesine28@hotmail.de,233,-66.97163,8.154504
A-,45,"Hancock, Strickland and Colon",2020-04-13,"8680 Beck Parkways, Robertfurt, PW 72165",798-32-2850,briggsjohn,William Morris,zford@hotmail.com,555,-23.4015735,-29.152606
A-,489,Long-Clark,2020-11-23,"63880 Wendy Mall Suite 095, Kristiview, GU 89401",622-32-8846,josephfernandez,James Contreras,holsen@yahoo.com,242,-57.917074,-164.8831
B-,771,Pacillo Group,2020-08-16,"Viale Filippo, 79 Piano 5, 55064, Pascoso (LU)",STRGBL37M61M309E,pucciobarzini,Elvira Nosiglia,livia86@yahoo.com,228,-72.823651,27.453343
A+,1534,Metz,2019-11-25,"Ekkehart-Losekann-Straße 42, 79823 Crailsheim",361-91-5759,schmidtferenc,Hilde Häring,siegbert88@aol.de,712,-75.793504,-125.116827
B+,748,Rosenow Juncken KG,2024-06-02,"Keudelweg 9142, 97908 Waldmünchen",336-02-0655,rstroh,Prof. Almut Hendriks MBA.,krokerartur@aol.de,349,35.8305635,-33.229769
O+,1345,Schulz Killer OHG mbH,2024-04-19,"Alicja-Dörr-Weg 8/7, 60005 Pfaffenhofen an der Ilm",533-65-9493,gabriellakraus,Dipl.-Ing. Blanka Junken MBA.,heinz-dieterriehl@hotmail.de,151,-79.4552895,10.219436
AB-,1910,Schomber AG & Co. KG,2022-05-03,"Höfigstraße 56/38, 74152 Ludwigsburg",995-61-1870,herwig48,Milka Zahn,fstolze@yahoo.de,372,-49.824654,66.061909
O+,1882,Guerra S.A.,2021-12-14,"Vale Oliveira, 8, Sagrada Família, 88251476 Pastor do Galho / RS",32076814507,aragaomaria-isis,Maria Cecília Moraes,davi-lucasdas-neves@ig.com.br,134,-20.6315385,-140.729413
B-,659,Rezende Mendes e Filhos,2023-07-26,"Lagoa Vitor da Luz, 28, Candelaria, 47990899 Andrade / TO",24895301788,pporto,Ravi Freitas,fpinto@gmail.com,129,74.8486555,-150.988814
O+,181,"Tommaseo, Persico e Fischetti Group",2019-08-02,"Piazza Tebaldi, 764, 87011, Pianoscafo (CS)",TSCCHL39B61A325H,ecavanna,Adelasia Donati,quasimodolara@libero.it,49,-21.381974,-137.590102
