blood_group	user_id	company	registration	address	job	ssn	username	residence	name	current_location	mail	station_ID
O-	597	Cunha	2023/07/04	"Residencial Mariana da Rosa, 6
Nazare
09837762 Jesus / AL"		02791483640	da-motahenrique		Ana Clara da Luz	(Decimal('29.551744'), Decimal('121.377079'))	sribeiro@uol.com.br	309
AB+	386	Berger-Ward	06/06/2025, 00:00:00	"734 Mary Square
North Reginabury, ID 31613"		052-28-4248	kimberly28		Jose Rogers	(Decimal('5.9336145'), Decimal('158.496472'))	afrazier@gmail.com	380
A-	113	松本ガス合同会社	06/22/2023, 00:00:00			478-53-3704	momoko91		佐藤 淳	(Decimal('26.943246'), Decimal('59.284886'))	maaya46@gmail.com	492
O-	1052	Pietrangeli, Maspero e Gasperi s.r.l.	07 Apr 2025	"Contrada Claudia, 76
84100, Salerno (SA)"	Scientist, clinical (histocompatibility and immunogenetics)	GRDGLN13L49I884I	leopoldo52		Dott. Barbara Moccia	(Decimal('66.876435'), Decimal('-157.356646'))	salvatorealtera@virgilio.it	485
AB+	1538	Siqueira Ltda.	03/30/2019, 00:00:00	"Favela Pires, 61
São Jorge 2ª Seção
70046-272 Leão / AC"		37528491691	jesusrafael		Sr. Antônio Fernandes	(Decimal('-84.001381'), Decimal('17.296808'))	ada-conceicao@gmail.com	508
O-	2091	Siering	12/01/2024, 00:00:00	"Fröhlichring 44/44
38335 Celle"		847-54-1041	sofia39		Steffi Römer	(Decimal('51.8782565'), Decimal('153.046752'))	lorenzo81@hotmail.de	492
B-	344	Treccani SPA	23 Jul 2022	"Contrada Sollima, 53 Piano 9
95034, Bronte (CT)"		GTTBCC11P42E305P	alessandra67		Dott. Rosalia Balbo	(Decimal('-56.730602'), Decimal('-42.622661'))	fedeledossi@libero.it	733
A+	733	Sokolov, Marangoni e Amato s.r.l.	06/03/2025, 00:00:00	"Borgo Ronaldo, 7 Piano 1
55027, Trassilico (LU)"	Police officer	RCCGRG82M15L139T	pierangelo97		Michela Turci	(Decimal('-33.139741'), Decimal('-164.038311'))	donarellileone@gmail.com	573
B+	425	石井ガス有限会社	2025-03-17	兵庫県中央区氏家38丁目6番1号 ハイツ台東241		288-82-7097	qhasegawa		佐藤 学	(Decimal('-0.597457'), Decimal('58.694737'))	shoheinakajima@gmail.com	550
A-	1807	田中通信有限会社	01/07/2020, 00:00:00	香川県横浜市西区六番町19丁目22番4号 芝浦ハイツ811		864-65-7627	mituru38		中村 直樹	(Decimal('50.380873'), Decimal('80.757971'))	ymori@gmail.com	429
B-	732	Davis, Flores and Brooks	03/19/2024, 00:00:00	"3750 Kayla Island
New Jamesbury, CA 65441"		267-01-1811	howardjoann		Elizabeth Fernandez	(Decimal('-34.3268435'), Decimal('14.990444'))	kellyedwards@hotmail.com	35
B-	595	Casagrande, Ligorio e Conti Group	2025-02-18	"Incrocio Romolo, 233
15064, Fresonara (AL)"		GRFRSR14R56C380L	rosaria01		Sig. Piero Cianciolo	(Decimal('-43.3072775'), Decimal('71.162797'))	acimini@yahoo.com	454
A-	1023	合同会社山田銀行	2021/11/22	千葉県中野区芝浦11丁目10番17号		888-99-5196	cyamada		清水 和也	(Decimal('-9.6346455'), Decimal('111.602560'))	lfujita@hotmail.com	478
A-	140	有限会社山本銀行	27 Apr 2021	京都府立川市神明内6丁目15番9号 ハイツ九段南405	コピーライター	208-79-6888	akira68		藤井 結衣	(Decimal('26.9562225'), Decimal('-125.290612'))	maiabe@gmail.com	536
B-	878	Butte Ruppert AG & Co. OHG	2019-06-12	"Kobeltplatz 34
11056 Chemnitz"	Altenpfleger	678-78-5206	scheuermannmira		Sibylle Fliegner-Heinz	(Decimal('19.473777'), Decimal('-54.057183'))	finkeannie@aol.de	101
A-	196	Gilardoni-Priuli e figli	2022/06/23	"Stretto Morlacchi, 20
71017, Torremaggiore (FG)"		BNDRTR40P51C446L	allegra42		Silvestro Calvo	(Decimal('-68.534733'), Decimal('-58.107019'))	gioachinorossellini@outlook.com	370
B+	788	Costa	2020/08/01	"Setor Pedro Cassiano
Jardim Felicidade
65447-754 Fernandes de Vargas / AP"		41579280676	ravi-luccaoliveira		Eduarda da Mata	(Decimal('65.9147965'), Decimal('-177.759295'))	tbarros@bol.com.br	446
O+	388	Lindau Jopich e.G.	07 Feb 2025	"Bolzmannweg 2/5
04682 Deggendorf"		070-89-9924	hessruthild		Hansjoachim Scheel MBA.	(Decimal('68.6447585'), Decimal('101.357723'))	donatapaertzelt@web.de	486
A-	803	福田水産有限会社	2021/08/01	宮城県長生郡睦沢町芝公園25丁目24番5号		728-19-7580	zyamamoto		木村 七夏	(Decimal('35.690606'), Decimal('-171.237721'))	jikeda@gmail.com	458
O-	1127	株式会社小林農林	2025/03/02	奈良県板橋区西浅草32丁目17番7号		831-51-2083	fujiwarakana		渡辺 加奈		rsuzuki@hotmail.com	117
O+	1732	佐藤電気有限会社	11/11/2019, 00:00:00	石川県印旛郡栄町富久町23丁目23番15号 港南パーク067	公認会計士	629-16-7637	kimuraakemi		後藤 明美	(Decimal('39.669547'), Decimal('-79.596651'))	yuki57@yahoo.com	275
AB-	1936	Etzold Hamann GmbH	02/09/2025, 00:00:00	"Margit-Reuter-Platz 9216
87096 Parchim"		991-27-9812	helenaschinke		Cornelia Misicher	(Decimal('-59.479792'), Decimal('-131.091243'))	roerrichtbernd-dieter@hotmail.de	135
B-	1172	Smith and Sons	2022/01/22	"750 House Crossroad
Andrewland, MH 53970"		247-15-1520	matthewortiz		Michael Maynard	(Decimal('23.3325985'), Decimal('46.648964'))	vortiz@yahoo.com	419
A-	719	Soto-Chaney	2023-05-24	"1999 Mary Forge Suite 421
South Jeffreytown, ND 40938"		270-92-7258	myersjay		Sara Escobar	(Decimal('-14.9823795'), Decimal('127.941829'))	amandasharp@hotmail.com	439
AB+	1489	株式会社伊藤運輸	2025-03-10	千葉県豊島区吾妻橋2丁目12番15号 白金ハイツ436		612-20-5854	nanami54		松本 智也	(Decimal('-80.941517'), Decimal('167.861735'))	yamadakazuya@gmail.com	186
A+	49	Bauer Gotthard GbR	12/06/2018, 00:00:00	"Meyergasse 8
33454 Kaiserslautern"	Augenoptiker	387-59-1534	friedemann95		Zdravko Huhn	(Decimal('-49.214546'), Decimal('-131.162426'))	lindausahin@googlemail.com	273
A-	1018	Elliott LLC	2025-09-11			421-99-5888	evaldez		John Thompson		philip74@hotmail.com	279
A-	1984	有限会社後藤電気	2022/12/07	和歌山県横浜市旭区押上37丁目1番12号 パレス鶴ヶ丘262	YouTuber	071-62-8969	yosuke64		山田 英樹	(Decimal('82.507536'), Decimal('-178.260180'))	suzukijun@gmail.com	263
O-	839	Weinhage Hein KGaA	2019/10/29	"Heidi-Stiebitz-Straße 1/1
97028 Kitzingen"		675-84-4384	randolf22		Ivan Zahn	(Decimal('60.0840015'), Decimal('45.997432'))	xhermighausen@web.de	146
B+	150	有限会社小林印刷	05/20/2025, 00:00:00	北海道大田区戸塚町33丁目5番16号 コーポ東上野659	花火師	472-44-6631	kana16		鈴木 美加子	(Decimal('10.068748'), Decimal('-52.924051'))	tanakaryohei@gmail.com	394
A-	1813	石川銀行株式会社	26 Sep 2024	栃木県あきる野市氏家新田5丁目27番14号		873-25-9918	naotoaoki		山本 亮介	(Decimal('-3.6254735'), Decimal('-128.137756'))	reimiura@gmail.com	238
O+	1539	山本鉱業有限会社	2025-04-18	石川県町田市大中10丁目26番15号 パーク丸の内ＪＰタワー807	アーティスト	832-66-0918	shimizukana		渡辺 篤司	(Decimal('-75.0371995'), Decimal('54.951244'))	watanabemikako@hotmail.com	565
B+	952	Caetani-Odescalchi Group	2020/08/05			TRCLRA17M21C871G	littizzettoarsenio		Ermenegildo Gabba	(Decimal('-49.955875'), Decimal('142.290373'))	iannottigloria@hotmail.it	17
AB-	513	Santos	2021-04-15	"Parque Enrico Monteiro, 65
Vila Maria
02557-505 Rodrigues / MG"		50316427853	luan14		Pedro Lucas Mendonça	(Decimal('25.7933215'), Decimal('-85.372581'))	piresantony@hotmail.com	66
A+	340	松田情報株式会社	2018-12-11	佐賀県山武郡横芝光町西小来川14丁目1番2号		176-95-0842	satoyoichi		小林 美加子	(Decimal('-4.048015'), Decimal('29.607755'))	manabu58@gmail.com	514
B+	1248	Mccarthy, Hernandez and Parker	11/27/2020, 00:00:00	"Unit 2971 Box 5038
DPO AE 59276"		401-94-6781	ymunoz		Terry Hernandez	(Decimal('-24.3192415'), Decimal('-79.492887'))	susanjackson@hotmail.com	186
B-	315	Marques	10 Oct 2024	"Morro Nina Moura, 49
Vila Copasa
73546351 Santos / BA"		95816027476	juliada-conceicao		Nicole da Paz	(Decimal('75.4611865'), Decimal('-33.158130'))	roliveira@gmail.com	705
B-	930	Mooney, Woodard and Jones	2020/09/15	"USCGC Howard
FPO AA 61084"		214-58-1420	kimberly56		Samantha Smith	(Decimal('-12.7132525'), Decimal('112.478257'))	marydavis@yahoo.com	573
O+	1952	Machado - ME	2024/02/25		Governanta	53912407606	ngomes		Sr. Davi da Rosa	(Decimal('-25.779433'), Decimal('-1.879960'))	mmartins@yahoo.com.br	527
B+	252	Aparecida Aparecida e Filhos	21 Feb 2020	"Loteamento Dias, 891
Buraco Quente
27626-170 da Costa de Minas / BA"		36749801501	azevedomurilo		Dr. Luiz Gustavo Teixeira	(Decimal('81.105803'), Decimal('-8.889555'))	silveiraester@yahoo.com.br	78
B-	912	Killer	06/28/2024, 00:00:00	"Thekla-Rose-Straße 8896
47492 Finsterwalde"	Winzer	735-96-7005	gehringerzlatko		Inka Gertz-Beier	(Decimal('-43.127053'), Decimal('-32.584762'))	klingelhoeferberta@gmail.com	161
AB+	2135	da Cunha	06 Aug 2025			79632140516	ribeirofelipe		Zoe Correia	(Decimal('42.4354555'), Decimal('-76.172251'))	davi-miguelvargas@bol.com.br	316
B+	1910	Castro Pires - ME	2019/09/26	"Travessa Pedro Alves, 75
Novo Tupi
04522672 Cavalcanti de da Mota / MG"		92837501603	eda-cruz		Antony Mendes	(Decimal('-88.866349'), Decimal('-95.450793'))	jose-pedroda-costa@bol.com.br	682
AB-	1174	Moura Oliveira - EI	2022/04/02	"Condomínio Lucas Cunha, 53
Conjunto Jatoba
32737-957 Cunha / RO"		10385472617	aliciaabreu		Renan Vargas	(Decimal('-57.5758755'), Decimal('101.583749'))	da-pazthomas@uol.com.br	5
B-	1440	山田銀行株式会社	2022/07/24	新潟県町田市油井20丁目19番9号 中三依アーバン586		636-06-7686	minorusaito		青木 拓真	(Decimal('6.3200655'), Decimal('119.415268'))	hideki95@gmail.com	509
O+	1653	Jacob	30 Jan 2021	"Jüttnerweg 1107
74043 Zossen"		919-93-2174	schottintamara		Friedbert Reising	(Decimal('-33.8293185'), Decimal('-65.311818'))	hans-wilhelmcaspar@web.de	419
O+	138	Ernst OHG mbH	2025/03/23		Mechaniker	556-16-4437	wiekloni		Dr. Madeleine Bauer	(Decimal('-66.3328985'), Decimal('97.517611'))	jroehricht@web.de	15
AB+	2146	田中情報有限会社	08/14/2021, 00:00:00	東京都匝瑳市竜泉6丁目11番2号 コート港南874	航海士	769-11-0690	saitojun		池田 花子	(Decimal('-64.7914265'), Decimal('-27.836503'))	vogawa@yahoo.com	244
A+	1899	Tagliafierro SPA	2025-08-24	"Contrada Bacosi, 52 Appartamento 42
81043, Capua (CE)"		DNTPRD72S46L069T	michela94		Ubaldo Norbiato	(Decimal('12.9995895'), Decimal('-5.970086'))	bporzio@yahoo.com	437
B+	1401	Cignaroli-Bevilacqua Group	2020-06-22			MNTSMT32D01D643P	claudialercari		Domenico Beffa	(Decimal('88.791695'), Decimal('-105.511265'))	jariosto@libero.it	96
B+	1376	岡田ガス合同会社	12/12/2023, 00:00:00	京都府印旛郡酒々井町戸島22丁目4番3号 元浅草クレスト444	経営者	738-09-4830	takahashinanami		井上 舞	(Decimal('57.4132335'), Decimal('86.571316'))	manabu84@hotmail.com	8
AB+	1850	Ponti, Turchi e Tognazzi SPA	08 Apr 2019	"Rotonda Martino, 76
08032, Desulo (NU)"		LPRVTR74H23A194O	raffaellotraversa		Aurora Faggiani	(Decimal('81.2052505'), Decimal('-145.184079'))	livio81@tele2.it	427
A-	1434	阿部保険株式会社	2024-06-13	秋田県御蔵島村方京20丁目9番5号 芝浦コート750		217-18-7857	itominoru		清水 香織		hanako82@yahoo.com	60
AB-	1549	合同会社田中保険	04/04/2023, 00:00:00	神奈川県品川区戸山24丁目24番12号		007-33-3280	nmiura		吉田 加奈	(Decimal('-17.4810515'), Decimal('-147.482020'))	nsaito@yahoo.com	233
AB+	2113	Castillo, Miller and Miranda	06 May 2021	"75514 Kelly River Suite 305
Lake Brian, UT 82818"		786-79-4018	morgan66		Miss Brenda Simon	(Decimal('53.233604'), Decimal('-52.330402'))	ymorris@gmail.com	84
O+	581	高橋水産有限会社	2019-07-30	東京都印西市津久戸町30丁目19番3号 クレスト蔵前623	ウェディングプランナー	556-78-6404	fokamoto		加藤 零	(Decimal('25.8361275'), Decimal('131.117274'))	hidekimaeda@hotmail.com	223
A+	1598	da Costa	2020-06-20	"Rodovia de Oliveira
São Bento
31439-695 Costa / PE"		50681249749	rafael03		Luísa Novaes	(Decimal('-20.7067985'), Decimal('159.507268'))	xcardoso@hotmail.com	451
A+	1952	Fonseca Nogueira e Filhos	07/16/2021, 00:00:00	"Aeroporto Lopes, 344
Vila Real 1ª Seção
82337-293 Aragão / AP"		23548069738	qbarbosa		Paulo Pastor	(Decimal('-4.8507555'), Decimal('135.511634'))	vitornogueira@hotmail.com	538
B-	1468	有限会社佐々木食品	17 Mar 2022	群馬県浦安市港南38丁目24番5号		072-14-6471	akemi15		佐藤 学	(Decimal('78.9606775'), Decimal('-98.896048'))	yoko14@yahoo.com	300
A-	1713	Schulz Jacobi Jäckel KG	2021-04-24	"Gertzring 2161
43532 Berchtesgaden"		688-71-0846	ppruschke		Dr. Nada Täsche	(Decimal('72.0156855'), Decimal('108.050883'))	moechlicheningbert@yahoo.de	460
B-	68	Kallert	2021/11/09	"Norbert-Mülichen-Platz 4-6
60781 Schwabmünchen"	Krankenschwester	453-40-8736	raisareichmann		Nelly Otto	(Decimal('-33.949166'), Decimal('25.133421'))	baldurwaehner@web.de	667
A+	906	Lee Ltd	14 Feb 2023	"451 Henry Islands Apt. 364
Port Troymouth, WI 77849"		205-42-4755	nwilson		Kristin Patterson	(Decimal('0.6608795'), Decimal('55.913116'))	lauren07@hotmail.com	19
AB-	1603	Kroker AG	02/19/2024, 00:00:00		Programmierer	997-36-9001	anne-kathrin02		Herr Ralph Gute MBA.		ischeuermann@gmx.de	71
B-	225	da Cruz da Conceição - EI	02 Aug 2023	"Vereda de Novaes, 379
Vila Fumec
63602-172 Pinto de da Rosa / AC"		74360581939	novaesana-clara		João Vitor Cassiano	(Decimal('16.1259985'), Decimal('-88.654888'))	salesraul@uol.com.br	574
B+	1843	Abreu Ferreira S/A	2023-11-23			73415890279	joao-felipeviana		Dra. Ana Julia Rocha	(Decimal('12.9451285'), Decimal('-166.678880'))	marina79@ig.com.br	471
A+	1256	Evans-Holt	01/21/2022, 00:00:00	"6863 Ethan Harbors Suite 193
Port David, MO 58084"	Chartered loss adjuster	774-53-5761	christinaharris		Michael Lewis	(Decimal('-74.8193315'), Decimal('148.557564'))	trevinojoseph@hotmail.com	113
AB+	1035	Brunello, Gemito e Gentilini e figli	09 Dec 2022	"Borgo Trillini, 10
87066, Longobucco (CS)"	Advice worker	CMMGSN73C63A098D	adelasia93		Rosina Lopresti	(Decimal('-79.1551335'), Decimal('70.921739'))	polizzicostantino@tiscali.it	707
B-	1244	Jüttner Harloff Stiftung & Co. KG	2019/04/27	"Dirk-Roht-Straße 6-4
85541 Sonneberg"	Binnenschiffer	340-46-6969	yradisch		Heinz-Dieter Scheibe	(Decimal('58.341064'), Decimal('172.274590'))	lissy03@gmx.de	351
A+	1052	有限会社井上食品	03/03/2023, 00:00:00	北海道香取郡神崎町虎ノ門虎ノ門ヒルズ森タワー41丁目1番7号 パレス西神田057		045-52-4265	miuramikako		吉田 明美	(Decimal('-33.270573'), Decimal('39.856558'))	matsumotoshota@gmail.com	313
AB-	1074	Ramos - ME	2020/09/12	"Estrada de Cavalcante, 36
Atila De Paiva
52348-025 Gomes / RO"		91402783604	pedro-lucassa		Sarah da Rocha	(Decimal('-85.845774'), Decimal('13.983054'))	jesussara@ig.com.br	663
B+	1447	斉藤農林株式会社	29 Dec 2022	石川県香取郡東庄町中鉢石町31丁目23番18号 パーク松が谷009		072-24-7625	atsushiyamada		田中 桃子	(Decimal('-64.333993'), Decimal('80.698036'))	yumiko96@gmail.com	104
B+	678	Renier s.r.l.	2023/04/17	"Strada Morpurgo, 22
61049, Urbania (PU)"	Tax inspector	SSLGGL61C44I523A	ycasellati		Fabia Marzorati	(Decimal('4.691341'), Decimal('-62.449618'))	tizianamanolesso@vodafone.it	269
B-	1016	Monteiro S.A.	05/17/2020, 00:00:00	"Jardim de Abreu, 641
Maria Goretti
97955-711 Melo de Minas / SP"		24058396792	fmoraes		Sr. Fernando da Mata	(Decimal('82.346993'), Decimal('-102.453585'))	maya44@hotmail.com	582
AB+	2129	Campos	05/27/2023, 00:00:00	"Vale de Borges, 3
Itapoa
13708-876 Moraes / ES"		80164325905	xborges		Maria Julia Barros	(Decimal('-22.332920'), Decimal('97.109144'))	arthurmartins@hotmail.com	480
B+	832	Giorgetti-Verga SPA	2021-07-19		Horticulturist, amenity	MCHMSM30B64E540N	hsavorgnan		Antonina Castelli	(Decimal('-5.978974'), Decimal('-20.350979'))	babboleone@tiscali.it	27
AB+	1506	Bryan, Vargas and Duffy	2022/02/04	"843 Brooks Radial
North Yvonnechester, MT 57478"		405-94-5662	sanderson		Lindsey Webb	(Decimal('26.738321'), Decimal('3.276381'))	deannacampbell@gmail.com	738
A-	1498	佐々木ガス株式会社	06 May 2020	奈良県八王子市六番町32丁目1番20号 パーク前弥六南町953	ゲームクリエイター	099-11-9867	kobayashirei		岡田 真綾	(Decimal('-85.7817365'), Decimal('-87.062390'))	naokihashimoto@gmail.com	493
AB+	1280	Martins	2023-09-06			37968452074	lucas06		Liz Fonseca	(Decimal('55.5938545'), Decimal('-0.980105'))	davi-miguel56@hotmail.com	173
AB-	1208	Nascimento Leão S.A.	2020/01/06	"Praia Andrade, 98
Zilah Sposito
75941280 Lima / PB"		62459380747	emillyduarte		João Pedro Pinto	(Decimal('55.1615535'), Decimal('-17.167877'))	estermarques@uol.com.br	88
B-	812	Rodrigues	2019-01-01	"Viela de Martins, 5
Álvaro Camargos
37439546 das Neves / RN"		93502416842	alvesmaria-vitoria		Stella Machado	(Decimal('-80.2301035'), Decimal('-114.665999'))	gael-henriqueribeiro@hotmail.com	588
B-	537	Thomas-Johnson	2020/09/02	"012 Sharon Islands Apt. 793
East Erinfort, WY 75731"	Curator	051-90-4155	randyfoster		Michael Collins	(Decimal('-17.282742'), Decimal('-154.737869'))	daniellegonzalez@yahoo.com	587
O-	1193	株式会社松本情報	04/26/2019, 00:00:00	岐阜県大島町羽折町19丁目15番14号		407-22-3486	yoshidamikako		中村 千代	(Decimal('85.0100045'), Decimal('-14.396615'))	manabuyoshida@gmail.com	649
O+	431	石井印刷有限会社	08/05/2022, 00:00:00		漫画家	661-81-9453	yhayashi		斎藤 美加子	(Decimal('64.4573555'), Decimal('160.273009'))	okadayumiko@hotmail.com	309
O+	1700	Alvarez, Sullivan and Stanley	2025/05/14	"590 Skinner Cape Suite 318
New Lauraborough, KY 84021"		646-60-9416	youngkimberly		Sandra Marshall	(Decimal('17.1975895'), Decimal('-127.976014'))	tadams@gmail.com	133
A-	923	Rocca-Brichese s.r.l.	2018/10/29	"Strada Romano, 4 Piano 3
00136, Roma (RM)"		CGNGLI02A69H784R	domenico03		Elladio Geraci	(Decimal('-82.646841'), Decimal('144.756344'))	vmercadante@libero.it	446
B-	1865	Moreno LLC	13 Aug 2023	"165 Dennis Turnpike
West Kari, WA 32899"		895-13-7716	jasononeill		David Blake	(Decimal('73.906889'), Decimal('73.854939'))	cassiebrown@hotmail.com	310
B-	1532	株式会社中川農林	10/09/2019, 00:00:00	長野県港区美原町24丁目6番1号 シャルム箪笥町840	漫画家	350-66-5084	suzukitaichi		田中 晃	(Decimal('-6.8825565'), Decimal('94.249118'))	mai88@gmail.com	441
B+	1807	Garcia and Sons	2021/02/19	"342 Sheri Ridge Suite 068
East Johnshire, AS 58878"		873-35-9940	meadowsmichael		Mr. James Conley DVM	(Decimal('51.401664'), Decimal('127.095939'))	lthompson@yahoo.com	348
O-	497	Oderwald GmbH & Co. KGaA	18 Mar 2024	"Schönlandstr. 1541
03325 Hoyerswerda"		847-49-9385	helmutfaust		Eckart Bonbach		elisabeth10@hotmail.de	395
AB+	955	中村電気合同会社	2021/09/01	山梨県横浜市瀬谷区東大和町2丁目10番17号	測量士	878-77-9416	csuzuki		斎藤 さゆり	(Decimal('-57.9905515'), Decimal('175.469558'))	rwatanabe@yahoo.com	463
A+	699	Hein GmbH & Co. OHG	2021/03/14	"Nikolaus-Tintzmann-Straße 2-7
74784 Werdau"		834-25-6607	yreuter		Eugenie Mangold	(Decimal('4.9185135'), Decimal('-124.081527'))	jasminhermighausen@googlemail.com	720
AB+	917	da Mota Alves e Filhos	04/26/2024, 00:00:00	"Morro Almeida, 359
Ouro Minas
93860-448 Sales / MG"		10572934823	ferreiramaria-liz		Caroline Guerra	(Decimal('-62.252193'), Decimal('-104.893174'))	sampaioalicia@yahoo.com.br	296
O+	475	Söding GmbH & Co. KG	2021/10/26	"Buttestr. 22/93
12066 Hersbruck"		893-09-1631	albina80		Wilfried Rogner	(Decimal('-60.282231'), Decimal('112.369074'))	gerhartbaum@aol.de	270
O-	1519	Oliboni-Cassarà s.r.l.	14 Nov 2021	"Stretto Sylvia, 83 Appartamento 13
63844, Grottazzolina (FM)"	Animal technologist	SCMTRT94T49B727X	fibonaccivirginia		Benedetto Salvemini	(Decimal('69.8090805'), Decimal('83.092626'))	sole99@alice.it	612
AB+	510	Odescalchi Group	2022/07/11	"Piazza Costantino, 66
02024, Sant'Elpidio (RI)"	Mudlogger	PCALVI52C09D573C	bottarovaleria		Sig. Donatello Gozzi	(Decimal('-40.9555125'), Decimal('-76.783783'))	mercedes50@libero.it	495
AB-	1204	Mcbride, Guzman and Hood	2020-02-26			835-02-9933	courtney20		Alicia Young	(Decimal('-48.9725795'), Decimal('29.780168'))	barbara82@gmail.com	12
AB+	1227	das Neves	2019/01/05	"Viaduto de Camargo, 306
Conjunto Santa Maria
31799-774 Rios / AC"		93510624815	jose93		Laís Rodrigues	(Decimal('80.417939'), Decimal('103.107900'))	matheusda-rosa@yahoo.com.br	204
AB+	906	Gabba, Valier e Torricelli SPA	11 Apr 2019	"Via Balbo, 87
55031, Filicaia (LU)"		TMBMCA87B65E691M	guccisilvio		Guglielmo Zanichelli-Golgi	(Decimal('67.9774885'), Decimal('119.753799'))	nicolaiannelli@vodafone.it	605
O-	1641	Borsiere-Morucci s.r.l.	2021/02/18	"Stretto Gramsci, 141 Appartamento 1
83023, Fontenovella (AV)"		VSRDLA50C23D204J	hgelli		Annetta Fusani-Manolesso	(Decimal('-80.8423975'), Decimal('-85.213895'))	brunogirolamo@hotmail.com	718
B-	883	Meyers-Garcia	04 Nov 2022		Call centre manager	835-43-9259	shane19		Dennis Johnson	(Decimal('-5.5653235'), Decimal('142.172578'))	jennifer74@hotmail.com	48
AB+	1347	Oliveira	2022-06-26	"Distrito de Duarte, 62
Paulo Vi
13846-570 Guerra / AC"		40153627999	tcunha		Carlos Eduardo da Cunha	(Decimal('54.7472035'), Decimal('87.749214'))	anaazevedo@uol.com.br	324
AB-	945	Fernandes Monteiro S/A	2019/03/12	"Área Sales, 68
Eymard
78603444 Martins da Mata / MA"		61937854264	mathias36		Lucas Gabriel Cassiano	(Decimal('-56.6754215'), Decimal('104.954696'))	freitasbarbara@ig.com.br	286
